Customer_Firstname,Customer_Lastname,Cust_Name,Gender_Code,Customer _Name,Address1,City,State,Country_Code,Postal_Code,Postal_Code_Plus4,Address2,Email_Address,Phone_Number,Creditcard_Type,Locality,Salesman_Id,Nationality,National_Id,Creditcard_Number,Driver_License,Cust_Id,Order_Id,Order_Date,Order_Time,Freight_Charges,Order_Salesman,Order_Posted_Date,Order_Ship_Date,Age,Order_Value,T_Type,Purchase_Touchpoint,Purchase_Status,Order_Type,Generation,Baby Food,Diapers,Formula,Lotion,Baby Wash,Wipes,Fresh Fruits,Fresh Vegetables,Beer,Wine,Club Soda,Sports Drink,Chips,Popcorn,Oatmeal,Medicines,Canned Foods,Cigarettes,Cheese,Cleaning Products,Condiments,Frozen Foods,Kitchen Items,Meat,Office Supplies,Personal Care,Pet Supplies,Sea Food,Spices,,,,,,,,,,
Quinn ,Perry         ,Quinn Perry         ,Master.,Master. Quinn Perry,749 C Street,Amarillo,TX,US,79109,0,,Quinn.S.Perry@spambob.com,603-366-3347,American Express,,SC322 ,IT,FHGPMO74D11L254L,3.44E+14,,10091,3359,00:00.0,59:36.2,68.57,SC199 ,00:00.0,"Tuesday, December 27, 2016",40,24.08,complete,Phone,Occasional,LowValue,GEN_Y,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,
Quinn ,Perry         ,Quinn Perry         ,Master.,Master. Quinn Perry,749 C Street,Amarillo,TX,US,79109,0,,Quinn.S.Perry@spambob.com,603-366-3347,American Express,,SC322 ,IT,FHGPMO74D11L254L,3.75E+14,,10091,6717,00:00.0,13:54.6,13.25,SE400 ,00:00.0,"Sunday, July 3, 2016",40,5.2,complete,Phone,Occasional,LowValue,GEN_Y,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,,,,,,,,,,
Quinn ,Perry         ,Quinn Perry         ,Master.,Master. Quinn Perry,749 C Street,Amarillo,TX,US,79109,0,,Quinn.S.Perry@spambob.com,603-366-3347,American Express,,SC322 ,IT,FHGPMO74D11L254L,3.42E+14,,10091,7265,00:00.0,07:39.4,7.45,WE286 ,00:00.0,"Wednesday, November 30, 2016",40,35.16,in-progress,Phone,Occasional,LowValue,GEN_Y,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
Kristin ,Mendoza     ,Kristin Mendoza     ,Mrs.,Mrs. Kristin Mendoza,2909 Frank Avenue,Anaheim,CA,US,92805,0,,Kristin.T.Mendoza@spambob.com,865-685-8215,Diners Club,,WE154 ,FR,7.00E+14,3.70E+13,,10095,2162,00:00.0,43:54.6,8.99,SW340 ,00:00.0,"Saturday, February 27, 2016",age-55,35.36,cancelled,Phone,Frequent,LowValue,GEN_Z,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,
Kristin ,Mendoza     ,Kristin Mendoza     ,Mrs.,Mrs. Kristin Mendoza,2909 Frank Avenue,Anaheim,CA,US,92805,0,,Kristin.T.Mendoza@spambob.com,865-685-8215,Diners Club,,WE154 ,FR,7.00E+14,3.69E+13,,10095,3305,00:00.0,27:55.6,33.99,SW217 ,00:00.0,"Thursday, October 6, 2016",age-55,24.92,complete,Phone,Frequent,LowValue,GEN_Z,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
Kristin ,Mendoza     ,Kristin Mendoza     ,Mrs.,Mrs. Kristin Mendoza,2909 Frank Avenue,Anaheim,CA,US,92805,0,,Kristin.T.Mendoza@spambob.com,865-685-8215,Diners Club,,WE154 ,FR,7.00E+14,3.66E+13,,10095,3967,00:00.0,43:54.6,11.88,NW316 ,00:00.0,"Monday, December 12, 2016",age-55,281.82,complete,Phone,Frequent,HighValue,GEN_Z,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,,,,,,,,,,
Kristin ,Mendoza     ,Kristin Mendoza     ,Mrs.,Mrs. Kristin Mendoza,2909 Frank Avenue,Anaheim,CA,US,92805,0,,Kristin.T.Mendoza@spambob.com,865-685-8215,Diners Club,,WE154 ,FR,7.00E+14,3.63E+13,,10095,4382,00:00.0,29:06.2,19.85,NC358 ,00:00.0,"Saturday, July 23, 2016",age-55,6.33,cancelled,Phone,Frequent,LowValue,GEN_Z,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
Kristin ,Mendoza     ,Kristin Mendoza     ,Mrs.,Mrs. Kristin Mendoza,2909 Frank Avenue,Anaheim,CA,US,92805,0,,Kristin.T.Mendoza@spambob.com,865-685-8215,Diners Club,,WE154 ,FR,7.00E+14,3.65E+13,,10095,6009,00:00.0,07:36.4,18.99,NW379 ,00:00.0,"Sunday, January 3, 2016",age-55,97.72,complete,Phone,Frequent,MediumValue,GEN_Z,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,,,,,,,,,
Michael ,Gordon      ,Michael Gordon      ,Mr.,Mr. Michael Gordon,388 Kelly Drive,Ancona,AN,IT,60123,0,,Michael.S.Gordon@dodgeit.com,0373 6095994,Diners Club,,RP385 ,U.S.,316290001,3.62E+13,,10099,5481,00:00.0,11:26.3,8.99,RP385 ,00:00.0,"Monday, June 20, 2016",63,33.34,complete,Phone,Occasional,LowValue,BABY_BOOMERS,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,
Phyllis ,White       ,Phyllis White       ,Mrs.,Mrs. Phyllis White,4738 Jerry Dove Drive,Angas Plains,SA,AU,5255,0,,Phyllis.J.White@pookmail.com,(02) 4024 5353,American Express,,WE151 ,IT,HCNFEA86A41E274E,3.78E+14,,10103,2118,00:00.0,43:54.6,1.49,NE103 ,00:00.0,"Thursday, October 27, 2016",51,34.95,complete,Phone,Occasional,LowValue,GEN_X,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,
Phyllis ,White       ,Phyllis White       ,Mrs.,Mrs. Phyllis White,4738 Jerry Dove Drive,Angas Plains,SA,AU,5255,0,,Phyllis.J.White@pookmail.com,(02) 4024 5353,American Express,,WE151 ,IT,HCNFEA86A41E274E,3.72E+14,,10103,3746,00:00.0,27:55.6,6.37,SW217 ,00:00.0,"Thursday, October 6, 2016",51,10.85,complete,Phone,Occasional,LowValue,GEN_X,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
Phyllis ,White       ,Phyllis White       ,Mrs.,Mrs. Phyllis White,4738 Jerry Dove Drive,Angas Plains,SA,AU,5255,0,,Phyllis.J.White@pookmail.com,(02) 4024 5353,American Express,,WE151 ,IT,HCNFEA86A41E274E,3.48E+14,,10103,4425,00:00.0,34:16.6,2.87,WE355 ,00:00.0,"Tuesday, December 20, 2016",51,20.89,complete,Phone,Occasional,LowValue,GEN_X,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,
Phyllis ,White       ,Phyllis White       ,Mrs.,Mrs. Phyllis White,4738 Jerry Dove Drive,Angas Plains,SA,AU,5255,0,,Phyllis.J.White@pookmail.com,(02) 4024 5353,American Express,,WE151 ,IT,HCNFEA86A41E274E,3.46E+14,,10103,4942,47:25.0,47:25.4,18.45,NE109 ,47:25.0,"Sunday, May 8, 2016",51,33.7,in-progress,Phone,Occasional,LowValue,GEN_X,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
Katherine ,Mullins   ,Katherine Mullins   ,Mrs.,Mrs. Katherine Mullins,4245 Adamsville Road,Angwin,CA,US,94508,0,,Katherine.W.Mullins@spambob.com,503-688-0336,Diners Club,,NC424 ,ES,X6490143A,3.60E+13,,10107,825,00:00.0,59:06.2,6.38,WE349 ,00:00.0,"Monday, June 27, 2016",64,16.56,complete,Phone,Occasional,LowValue,BABY_BOOMERS,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
Katherine ,Mullins   ,Katherine Mullins   ,Mrs.,Mrs. Katherine Mullins,4245 Adamsville Road,Angwin,CA,US,94508,0,,Katherine.W.Mullins@spambob.com,503-688-0336,Diners Club,,NC424 ,ES,X6490143A,3.61E+13,,10107,2024,00:00.0,32:45.1,17.87,RP190 ,00:00.0,"Wednesday, June 15, 2016",64,8.71,cancelled,Phone,Occasional,LowValue,BABY_BOOMERS,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
Katherine ,Mullins   ,Katherine Mullins   ,Mrs.,Mrs. Katherine Mullins,4245 Adamsville Road,Angwin,CA,US,94508,0,,Katherine.W.Mullins@spambob.com,503-688-0336,Diners Club,,NC424 ,ES,X6490143A,3.68E+13,,10107,2582,00:00.0,33:26.3,8.99,WE154 ,00:00.0,"Tuesday, September 20, 2016",64,25.77,complete,Phone,Occasional,LowValue,BABY_BOOMERS,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,
Katherine ,Mullins   ,Katherine Mullins   ,Mrs.,Mrs. Katherine Mullins,4245 Adamsville Road,Angwin,CA,US,94508,0,,Katherine.W.Mullins@spambob.com,503-688-0336,Diners Club,,NC424 ,ES,X6490143A,3.66E+13,,10107,7943,00:00.0,27:56.4,21.97,SE268 ,00:00.0,"Friday, December 16, 2016",64,46.92,complete,Phone,Occasional,LowValue,BABY_BOOMERS,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,
Lisa ,Guest          ,Lisa Guest          ,Mrs.,Mrs. Lisa Guest,4317 Lyon Avenue,Annone Veneto,VE,IT,30020,0,,Lisa.D.Guest@spambob.com,0312 0608733,Diners Club,,NE235 ,ES,4204474M,3.66E+13,,10111,5147,00:00.0,23:54.6,14.8,NC295 ,00:00.0,"Saturday, February 27, 2016",19,22.02,cancelled,Phone,Frequent,LowValue,GEN_Z,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,
Lisa ,Guest          ,Lisa Guest          ,Mrs.,Mrs. Lisa Guest,4317 Lyon Avenue,Annone Veneto,VE,IT,30020,0,,Lisa.D.Guest@spambob.com,0312 0608733,Diners Club,,NE235 ,ES,4204474M,3.61E+13,,10111,8444,00:00.0,59:36.2,17.87,SC199 ,00:00.0,"Tuesday, December 27, 2016",19,31.3,complete,Phone,Frequent,LowValue,GEN_Z,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,
Scott ,Lawson        ,Scott Lawson        ,Mr.,Mr. Scott Lawson,3105 Spadafore Drive,Antioch,WI,US,60002,0,,Scott.M.Lawson@spambob.com,201-799-5873,JCB,,SE133 ,CA,518957246,3.53E+15,,10115,479,00:00.0,22:36.6,18.99,WE421 ,00:00.0,"Tuesday, April 19, 2016",NA,7.02,complete,Desktop,Occasional,LowValue,GEN_Z,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
Scott ,Lawson        ,Scott Lawson        ,Mr.,Mr. Scott Lawson,3105 Spadafore Drive,Antioch,WI,US,60002,0,,Scott.M.Lawson@spambob.com,201-799-5873,JCB,,SE133 ,CA,518957246,3.53E+15,,10115,1059,47:25.0,47:25.4,27.97,SW211 ,47:25.0,"Sunday, May 8, 2016",NA,127.03,in-progress,Phone,Occasional,MediumValue,GEN_Z,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,,,,,,,,,,
Robert ,Bilbo        ,Robert Bilbo        ,Mr.,Mr. Robert Bilbo,2553 Clousson Road,Appiano Gentile,CO,IT,22070,0,,Robert.L.Bilbo@dodgeit.com,0390 9449254,JCB,,SC196 ,IT,QIEZKO91C65L851P,3.53E+15,,10119,1969,00:00.0,57:39.4,26.87,SW142 ,00:00.0,"Saturday, April 30, 2016",49,39.74,complete,Phone,Occasional,LowValue,GEN_X,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
Ahmed ,Richard       ,Ahmed Richard       ,Mr.,Mr. Ahmed Richard,1346 Carter Street,Appleton,WI,US,54911,0,,Ahmed.P.Richard@mailinator.com,510-517-7759,JCB,,SW214 ,U.S.,229990001,3.53E+15,,10123,4564,00:00.0,43:52.6,24.08,SW274 ,00:00.0,"Monday, January 25, 2016",20,44.29,complete,Phone,FirstTime,LowValue,GEN_Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,
Ahmed ,Richard       ,Ahmed Richard       ,Mr.,Mr. Ahmed Richard,1346 Carter Street,Appleton,WI,US,54911,0,,Ahmed.P.Richard@mailinator.com,510-517-7759,JCB,,SW214 ,U.S.,229990001,3.53E+15,,10123,6596,00:00.0,32:50.8,16.27,NW247 ,00:00.0,"Friday, January 15, 2016",20,46.36,cancelled,Phone,FirstTime,LowValue,GEN_Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,
Ahmed ,Richard       ,Ahmed Richard       ,Mr.,Mr. Ahmed Richard,1346 Carter Street,Appleton,WI,US,54911,0,,Ahmed.P.Richard@mailinator.com,510-517-7759,JCB,,SW214 ,U.S.,229990001,3.53E+15,,10123,7325,00:00.0,33:44.9,11.45,NW112 ,00:00.0,"Monday, May 30, 2016",20,227.61,complete,Phone,FirstTime,HighValue,GEN_Z,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,,,,,,,,,,
Ahmed ,Richard       ,Ahmed Richard       ,Mr.,Mr. Ahmed Richard,1346 Carter Street,Appleton,WI,US,54911,0,,Ahmed.P.Richard@mailinator.com,510-517-7759,JCB,,SW214 ,U.S.,229990001,3.53E+15,,10123,7496,00:00.0,32:50.8,18.45,NW247 ,00:00.0,"Friday, January 15, 2016",20,11.61,complete,Phone,FirstTime,LowValue,GEN_Z,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,
Ahmed ,Richard       ,Ahmed Richard       ,Mr.,Mr. Ahmed Richard,1346 Carter Street,Appleton,WI,US,54911,0,,Ahmed.P.Richard@mailinator.com,510-517-7759,JCB,,SW214 ,U.S.,229990001,3.53E+15,,10123,7989,00:00.0,47:55.6,17.23,WE151 ,00:00.0,"Friday, April 29, 2016",20,30.5,complete,Desktop,FirstTime,LowValue,GEN_Z,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,
Ray ,Hornsby         ,Ray Hornsby         ,Mr.,Mr. Ray Hornsby,555 DaVISAA Avenue,Archez,,ES,29753,0,,Ray.M.Hornsby@pookmail.com,91-271-2747,VISA,,SC388 ,IT,TMWEAA77M18B017F,4.84E+15,,10127,3665,00:00.0,07:36.4,8.99,WE352 ,00:00.0,"Monday, January 4, 2016",49,17.29,complete,Phone,Occasional,LowValue,GEN_X,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
Jason ,Glass         ,Jason Glass         ,Miss.,Miss. Jason Glass,289 Bassell Avenue,Argenton,NSW,AU,2284,0,,Jason.M.Glass@spambob.com,(07) 4090 2386,Diners Club,,RP121 ,IT,HCNMPL50M67G315Q,3.64E+13,,10131,1866,00:00.0,17:24.6,7.02,NC100 ,00:00.0,"Saturday, August 20, 2016",78,161.59,complete,Desktop,Frequent,HighValue,BABY_BOOMERS,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,1,0,0,,,,,,,,,,
Jason ,Glass         ,Jason Glass         ,Miss.,Miss. Jason Glass,289 Bassell Avenue,Argenton,NSW,AU,2284,0,,Jason.M.Glass@spambob.com,(07) 4090 2386,Diners Club,,RP121 ,IT,HCNMPL50M67G315Q,3.69E+13,,10131,5009,00:00.0,43:54.6,8.23,NW187 ,00:00.0,"Saturday, October 22, 2016",78,145.28,abandoned,Desktop,Frequent,MediumValue,BABY_BOOMERS,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,
Jason ,Glass         ,Jason Glass         ,Miss.,Miss. Jason Glass,289 Bassell Avenue,Argenton,NSW,AU,2284,0,,Jason.M.Glass@spambob.com,(07) 4090 2386,Diners Club,,RP121 ,IT,HCNMPL50M67G315Q,3.65E+13,,10131,7982,47:25.0,47:25.4,23.12,WE289 ,47:25.0,"Sunday, May 8, 2016",78,205.85,complete,Desktop,Frequent,HighValue,BABY_BOOMERS,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,1,,,,,,,,,,
Natalie ,White       ,Natalie White       ,Mrs.,Mrs. Natalie White,3233 Rivendell Drive,Arlington,TX,US,76011,0,,Natalie.D.White@dodgeit.com,916-866-4992,VISA,,SE397 ,ES,4674010L,4.66E+15,,10135,5052,00:00.0,11:26.3,7.85,SE136 ,00:00.0,"Saturday, September 10, 2016",NA,220.34,complete,Phone,Occasional,HighValue,GEN_Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,1,0,0,1,0,0,0,,,,,,,,,,
Natalie ,White       ,Natalie White       ,Mrs.,Mrs. Natalie White,3233 Rivendell Drive,Arlington,TX,US,76011,0,,Natalie.D.White@dodgeit.com,916-866-4992,VISA,,SE397 ,ES,4674010L,4.90E+15,,10135,7836,00:00.0,29:06.2,33.85,NC298 ,00:00.0,"Wednesday, July 27, 2016",NA,281.44,complete,Desktop,Occasional,HighValue,GEN_Z,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,,,,,,,,,,
Donna ,Klock         ,Donna Klock         ,Mrs.,Mrs. Donna Klock,3107 Byers Lane,Arlington,NE,US,68002,0,,Donna.K.Klock@spambob.com,319-482-8591,VISA,,SC127 ,U.S.,492230001,4.14E+15,,10139,4045,00:00.0,33:44.8,52,NW184 ,00:00.0,"Tuesday, December 20, 2016",53,40.12,complete,Phone,Occasional,LowValue,BABY_BOOMERS,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,
Donna ,Klock         ,Donna Klock         ,Mrs.,Mrs. Donna Klock,3107 Byers Lane,Arlington,NE,US,68002,0,,Donna.K.Klock@spambob.com,319-482-8591,VISA,,SC127 ,U.S.,492230001,4.54E+15,,10139,4082,00:00.0,32:50.8,16.83,NW247 ,00:00.0,"Friday, January 15, 2016",53,28.48,complete,Phone,Occasional,LowValue,BABY_BOOMERS,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
Donna ,Klock         ,Donna Klock         ,Mrs.,Mrs. Donna Klock,3107 Byers Lane,Arlington,NE,US,68002,0,,Donna.K.Klock@spambob.com,319-482-8591,VISA,,SC127 ,U.S.,492230001,4.93E+15,,10139,6973,47:25.0,47:25.4,13.82,NC163 ,47:25.0,"Sunday, May 8, 2016",53,25.83,complete,Phone,Occasional,LowValue,BABY_BOOMERS,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,
Donna ,Klock         ,Donna Klock         ,Mrs.,Mrs. Donna Klock,3107 Byers Lane,Arlington,NE,US,68002,0,,Donna.K.Klock@spambob.com,319-482-8591,VISA,,SC127 ,U.S.,492230001,4.43E+15,,10139,8786,00:00.0,07:24.5,7.85,NW382 ,00:00.0,"Saturday, October 8, 2016",53,42.85,in-progress,Phone,Occasional,LowValue,BABY_BOOMERS,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,
Donald ,Velazquez    ,Donald Velazquez    ,Mr.,Mr. Donald Velazquez,224 Gandy Street,Aschersleben,,DE,6431,0,,Donald.H.Velazquez@pookmail.com,08321 88 88 19,JCB,,WE154 ,IT,NPPGZI62A63B394C,3.53E+15,,10147,1102,00:00.0,47:55.6,8.99,WE151 ,00:00.0,"Friday, April 29, 2016",age-19,6.47,complete,Phone,FirstTime,LowValue,GEN_Z,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,
Donald ,Velazquez    ,Donald Velazquez    ,Mr.,Mr. Donald Velazquez,224 Gandy Street,Aschersleben,,DE,6431,0,,Donald.H.Velazquez@pookmail.com,08321 88 88 19,JCB,,WE154 ,IT,NPPGZI62A63B394C,3.53E+15,,10147,5244,00:00.0,33:26.3,17.6,NC229 ,00:00.0,"Sunday, November 20, 2016",age-19,93.67,cancelled,Desktop,FirstTime,MediumValue,GEN_Z,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,,,,,,,,,,
Harry ,Brumback      ,Harry Brumback      ,Mr.,Mr. Harry Brumback,45 Graystone Lakes,Asheboro,NC,US,27203,0,,Harry.L.Brumback@dodgeit.com,773-577-9355,Discover,,SW406 ,FR,7.83E+14,6.01E+15,,10151,5206,00:00.0,29:06.2,7.02,NC298 ,00:00.0,"Wednesday, July 27, 2016",75,47.02,complete,Desktop,Frequent,LowValue,BABY_BOOMERS,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
Harry ,Brumback      ,Harry Brumback      ,Mr.,Mr. Harry Brumback,45 Graystone Lakes,Asheboro,NC,US,27203,0,,Harry.L.Brumback@dodgeit.com,773-577-9355,Discover,,SW406 ,FR,7.83E+14,6.01E+15,,10151,5252,00:00.0,29:06.2,13.82,SE208 ,00:00.0,"Tuesday, March 1, 2016",75,217.37,cancelled,Desktop,Frequent,HighValue,BABY_BOOMERS,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0,0,0,,,,,,,,,,
Harry ,Brumback      ,Harry Brumback      ,Mr.,Mr. Harry Brumback,45 Graystone Lakes,Asheboro,NC,US,27203,0,,Harry.L.Brumback@dodgeit.com,773-577-9355,Discover,,SW406 ,FR,7.83E+14,6.01E+15,,10151,8270,00:00.0,23:44.8,14.28,NW244 ,00:00.0,"Thursday, December 15, 2016",75,48.8,complete,Desktop,Frequent,LowValue,BABY_BOOMERS,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
Harold ,Magee        ,Harold Magee        ,Mr.,Mr. Harold Magee,565 Cinnamon Lane,Ashland,VA,US,23005,0,,Harold.A.Magee@mailinator.com,503-308-1831,American Express,,NW310 ,UK,YS731666A,3.76E+14,,10155,1267,00:00.0,50:44.9,21.97,WE223 ,00:00.0,"Friday, October 7, 2016",40,22.38,complete,Phone,Occasional,LowValue,GEN_Y,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
Harold ,Magee        ,Harold Magee        ,Mr.,Mr. Harold Magee,565 Cinnamon Lane,Ashland,VA,US,23005,0,,Harold.A.Magee@mailinator.com,503-308-1831,American Express,,NW310 ,UK,YS731666A,3.43E+14,,10155,2983,00:00.0,27:55.0,28.55,NE172 ,00:00.0,"Saturday, October 8, 2016",40,17.02,complete,Phone,Occasional,LowValue,GEN_Y,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
Harold ,Magee        ,Harold Magee        ,Mr.,Mr. Harold Magee,565 Cinnamon Lane,Ashland,VA,US,23005,0,,Harold.A.Magee@mailinator.com,503-308-1831,American Express,,NW310 ,UK,YS731666A,3.76E+14,,10155,5455,00:00.0,17:24.6,23.37,NC100 ,00:00.0,"Saturday, August 20, 2016",40,19.35,complete,Phone,Occasional,LowValue,GEN_Y,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,,,,,,,,,,
Harold ,Magee        ,Harold Magee        ,Mr.,Mr. Harold Magee,565 Cinnamon Lane,Ashland,VA,US,23005,0,,Harold.A.Magee@mailinator.com,503-308-1831,American Express,,NW310 ,UK,YS731666A,3.45E+14,,10155,8471,00:00.0,47:52.6,21.97,WE157 ,00:00.0,"Monday, April 25, 2016",40,30.45,abandoned,Phone,Occasional,LowValue,GEN_Y,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
Harold ,Magee        ,Harold Magee        ,Mr.,Mr. Harold Magee,  565 Cinnamon Lane,Ashland,VA,US,23005,0,,Harold.A.Magee@mailinator.com,503-308-1831,American Express,,NW310 ,UK,YS731666A,3.49E+14,,10155,8974,00:00.0,32:50.8,17.6,NW247 ,00:00.0,"Friday, January 15, 2016",40,40.62,complete,Phone,Occasional,LowValue,GEN_Y,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
Melba ,Whitehead     ,Melba Whitehead     ,Mrs.,Mrs. Melba Whitehead,4985 Barnes Avenue,Asquith,NSW,AU,2077,0,,Melba.M.Whitehead@trashymail.com,(07) 4507 5357,American Express,,RP121 ,ES,0568157B,3.41E+14,,10159,601,00:00.0,44:16.6,33.85,NE178 ,00:00.0,"Tuesday, December 20, 2016",53,28.95,complete,Phone,Occasional,LowValue,BABY_BOOMERS,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
Melba ,Whitehead     ,Melba Whitehead     ,Mrs.,Mrs. Melba Whitehead,4985 Barnes Avenue,Asquith,NSW,AU,2077,0,,Melba.M.Whitehead@trashymail.com,(07) 4507 5357,American Express,,RP121 ,ES,0568157B,3.76E+14,,10159,810,00:00.0,11:26.3,7.02,RP385 ,00:00.0,"Monday, June 20, 2016",53,7.89,complete,Phone,Occasional,LowValue,BABY_BOOMERS,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
